Order_ID,Date,Time,Month,Day,Customer_ID,Customer_Type,Gender,Age,Table_No,Waiter,Category,Item,Quantity,Unit_Price,Sales,Discount,Tax,Total_Bill,Payment_Method,Order_Type,Rating,Profit
ORD00728,17-07-2025,21:54:07,July,Thursday,CUST5555,New,Female,61,14,Olivia,Desserts,Cheesecake,2,6.99,13.98,1.11,2.57,15.44,Apple Pay,Dine-in,3,3.42
ORD00729,26-01-2025,11:17:24,January,Sunday,CUST3033,Returning,Male,56,11,David,Drinks,Fresh Juice,1,4.49,4.49,0.67,0.76,4.58,Card,Delivery,3,1.2
ORD00730,26-05-2025,08:41:51,May,Monday,CUST7599,New,Male,39,1,Sophia,Starters,Spring Rolls,4,6.99,27.96,1.19,5.35,32.12,Google Pay,Dine-in,4,10.07
ORD00731,04-06-2025,23:00:43,June,Wednesday,CUST6131,Returning,Male,43,10,Emily,Desserts,Brownie,3,5.99,17.97,1.08,3.38,20.27,Google Pay,Delivery,3,5.63
ORD00732,11-07-2025,23:52:39,July,Friday,CUST2722,Returning,Female,32,6,Sophia,Starters,Spring Rolls,2,6.99,13.98,0.1,2.78,16.66,Card,Delivery,4,3.49
ORD00733,03-10-2025,16:04:42,October,Friday,CUST1786,Returning,Male,34,11,David,Starters,Spring Rolls,3,6.99,20.97,2.78,3.64,21.83,Apple Pay,Delivery,3,4.67
ORD00734,12-03-2025,15:00:02,March,Wednesday,CUST7771,Returning,Male,51,17,Emma,Drinks,Coke,2,2.99,5.98,0.29,1.14,6.83,Online,Takeaway,5,1.55
ORD00735,08-09-2025,23:16:44,September,Monday,CUST5853,New,Female,53,8,Emma,Desserts,Brownie,4,5.99,23.96,0.81,4.63,27.78,Cash,Dine-in,4,6.7
ORD00736,31-01-2025,14:36:44,January,Friday,CUST8989,New,Female,31,19,Olivia,Main Course,Chicken Biryani,2,14.99,29.98,2.11,5.57,33.44,Apple Pay,Delivery,4,8.58
ORD00737,02-12-2025,15:08:54,December,Tuesday,CUST8412,New,Female,30,3,Michael,Main Course,Veg Biryani,2,12.99,25.98,0.85,5.03,30.16,Google Pay,Dine-in,5,7.65
ORD00738,07-06-2025,17:34:54,June,Saturday,CUST4941,New,Female,29,9,James,Starters,Garlic Bread,4,4.99,19.96,2.62,3.47,20.81,Google Pay,Delivery,5,6.27
ORD00739,20-08-2025,04:52:22,August,Wednesday,CUST8069,New,Male,43,17,David,Desserts,Brownie,1,5.99,5.99,0.83,1.03,6.19,Online,Takeaway,3,1.36
ORD00740,14-08-2025,10:27:41,August,Thursday,CUST7923,New,Female,30,13,Daniel,Desserts,Brownie,1,5.99,5.99,0.04,1.19,7.14,Online,Takeaway,5,1.83
ORD00741,08-11-2025,02:38:22,November,Saturday,CUST2819,New,Male,21,2,Michael,Drinks,Fresh Juice,1,4.49,4.49,0.46,0.81,4.84,Card,Dine-in,5,1.4
ORD00742,21-02-2025,20:11:25,February,Friday,CUST7437,New,Male,64,9,Emily,Desserts,Ice Cream,5,4.99,24.95,2.62,4.47,26.8,Card,Dine-in,3,6.94
ORD00743,27-06-2025,23:52:24,June,Friday,CUST4032,Returning,Female,62,8,Daniel,Desserts,Cheesecake,5,6.99,34.95,1.51,6.69,40.13,Apple Pay,Delivery,3,8.38
ORD00744,27-03-2025,12:28:09,March,Thursday,CUST8775,Returning,Female,19,6,Michael,Main Course,Burger,4,11.99,47.96,1.02,9.39,56.33,Cash,Dine-in,5,11.82
ORD00745,05-01-2025,11:16:15,January,Sunday,CUST8742,New,Male,19,19,Michael,Desserts,Brownie,5,5.99,29.95,0,5.99,35.94,Card,Delivery,5,11.41
ORD00746,27-03-2025,17:42:45,March,Thursday,CUST8415,Returning,Female,52,9,Emily,Main Course,Veg Biryani,1,12.99,12.99,0.59,2.48,14.88,Apple Pay,Takeaway,4,4.47
ORD00747,07-01-2025,07:25:23,January,Tuesday,CUST8935,New,Female,61,17,James,Desserts,Brownie,3,5.99,17.97,2.4,3.11,18.68,Card,Takeaway,3,5.7
ORD00748,04-12-2025,03:42:08,December,Thursday,CUST8056,Returning,Male,65,3,Emma,Main Course,Burger,4,11.99,47.96,0.22,9.55,57.29,Google Pay,Delivery,3,16.07
ORD00749,21-05-2025,13:59:17,May,Wednesday,CUST6426,Returning,Female,35,10,Emma,Drinks,Coffee,3,3.99,11.97,1.63,2.07,12.41,Cash,Delivery,5,3.13
ORD00750,26-12-2025,04:30:57,December,Friday,CUST6685,Returning,Male,18,16,Daniel,Desserts,Cheesecake,1,6.99,6.99,0.45,1.31,7.85,Google Pay,Delivery,3,2.08
ORD00751,25-09-2025,07:48:36,September,Thursday,CUST5722,New,Female,18,15,James,Desserts,Cheesecake,5,6.99,34.95,3.48,6.29,37.76,Card,Takeaway,5,9.3
ORD00752,05-03-2025,06:28:06,March,Wednesday,CUST1010,New,Female,26,12,Michael,Starters,Soup,3,5.99,17.97,0.01,3.59,21.55,Online,Delivery,5,5.44
ORD00753,21-03-2025,13:00:14,March,Friday,CUST2322,Returning,Male,20,16,Olivia,Starters,Chicken Wings,2,8.99,17.98,2.69,3.06,18.35,Card,Delivery,5,4.27
ORD00754,17-07-2025,10:27:51,July,Thursday,CUST6091,New,Female,61,11,Daniel,Drinks,Fresh Juice,1,4.49,4.49,0.6,0.78,4.67,Card,Takeaway,3,1.51
ORD00755,02-08-2025,14:06:04,August,Saturday,CUST8555,New,Female,45,4,Daniel,Main Course,Pizza,3,16.99,50.97,0.65,10.06,60.38,Online,Takeaway,5,16.86
ORD00756,10-06-2025,16:46:34,June,Tuesday,CUST7721,Returning,Male,53,1,David,Desserts,Brownie,3,5.99,17.97,1.15,3.36,20.18,Cash,Dine-in,5,5.27
ORD00757,04-06-2025,23:52:41,June,Wednesday,CUST5806,New,Female,26,13,James,Main Course,Burger,2,11.99,23.98,2.23,4.35,26.1,Google Pay,Delivery,4,8.37
ORD00758,28-01-2025,08:23:52,January,Tuesday,CUST6463,New,Female,54,16,Olivia,Starters,Spring Rolls,3,6.99,20.97,2.61,3.67,22.03,Cash,Dine-in,5,6.38
ORD00759,27-10-2025,22:43:00,October,Monday,CUST9115,New,Male,61,5,Michael,Starters,Garlic Bread,5,4.99,24.95,0.54,4.88,29.29,Apple Pay,Delivery,3,8.81
ORD00760,06-09-2025,21:00:40,September,Saturday,CUST2983,New,Male,31,4,Emily,Main Course,Veg Biryani,1,12.99,12.99,0,2.6,15.59,Cash,Delivery,4,4.42
ORD00761,20-07-2025,23:26:27,July,Sunday,CUST4849,Returning,Female,60,20,Sophia,Starters,Spring Rolls,3,6.99,20.97,1.27,3.94,23.64,Google Pay,Dine-in,5,7.83
ORD00762,12-01-2025,09:35:07,January,Sunday,CUST9956,New,Female,48,10,Michael,Main Course,Butter Chicken,2,15.99,31.98,0.82,6.23,37.39,Cash,Delivery,4,11.26
ORD00763,08-07-2025,19:40:08,July,Tuesday,CUST7830,Returning,Male,19,10,Emily,Desserts,Brownie,4,5.99,23.96,2.51,4.29,25.74,Cash,Delivery,4,5.71
ORD00764,06-01-2025,16:24:15,January,Monday,CUST6811,New,Female,64,15,Michael,Desserts,Ice Cream,5,4.99,24.95,1.66,4.66,27.95,Cash,Dine-in,4,8.99
ORD00765,14-09-2025,22:52:49,September,Sunday,CUST3480,Returning,Female,47,5,Michael,Main Course,Burger,5,11.99,59.95,3.51,11.29,67.73,Apple Pay,Takeaway,3,14.64
ORD00766,27-11-2025,04:19:55,November,Thursday,CUST9306,Returning,Male,62,11,Olivia,Drinks,Fresh Juice,4,4.49,17.96,1.63,3.27,19.6,Online,Delivery,4,4.52
ORD00767,04-02-2025,20:58:49,February,Tuesday,CUST9182,Returning,Female,32,8,Sophia,Starters,Spring Rolls,2,6.99,13.98,0.49,2.7,16.19,Card,Delivery,4,4.72
ORD00768,04-08-2025,12:04:07,August,Monday,CUST2194,Returning,Female,56,1,Daniel,Starters,Spring Rolls,5,6.99,34.95,1.31,6.73,40.37,Apple Pay,Dine-in,5,8.6
ORD00769,19-08-2025,18:37:22,August,Tuesday,CUST9046,Returning,Female,32,7,Daniel,Drinks,Coffee,5,3.99,19.95,1.67,3.66,21.94,Google Pay,Delivery,3,5.11
ORD00770,14-02-2025,09:46:22,February,Friday,CUST1085,Returning,Female,54,18,Sophia,Starters,Spring Rolls,2,6.99,13.98,0.07,2.78,16.69,Apple Pay,Dine-in,5,3.77
ORD00771,25-11-2025,17:12:23,November,Tuesday,CUST6768,Returning,Male,22,15,David,Drinks,Coffee,2,3.99,7.98,0.68,1.46,8.76,Google Pay,Dine-in,5,2.34
ORD00772,10-02-2025,11:06:32,February,Monday,CUST9856,Returning,Male,32,10,Michael,Main Course,Pizza,1,16.99,16.99,0.3,3.34,20.03,Google Pay,Delivery,4,4.75
ORD00773,04-02-2025,19:08:34,February,Tuesday,CUST9482,Returning,Female,57,2,Sophia,Main Course,Pizza,1,16.99,16.99,1.36,3.13,18.76,Online,Takeaway,4,4.47
ORD00774,01-12-2025,13:41:26,December,Monday,CUST1973,New,Male,53,11,James,Starters,Spring Rolls,3,6.99,20.97,1.33,3.93,23.57,Card,Takeaway,3,5.5
ORD00775,16-10-2025,05:10:43,October,Thursday,CUST2320,Returning,Male,35,2,Sophia,Starters,Chicken Wings,1,8.99,8.99,1.28,1.54,9.25,Cash,Takeaway,5,2.62
ORD00776,26-04-2025,16:11:41,April,Saturday,CUST4731,New,Male,19,7,David,Desserts,Brownie,4,5.99,23.96,1.09,4.57,27.44,Cash,Delivery,4,8.63
ORD00777,27-01-2025,08:15:18,January,Monday,CUST3257,New,Female,25,20,Olivia,Drinks,Fresh Juice,2,4.49,8.98,0.58,1.68,10.08,Apple Pay,Dine-in,4,2.64
ORD00778,12-08-2025,02:37:33,August,Tuesday,CUST7767,New,Male,64,8,James,Starters,Garlic Bread,2,4.99,9.98,0.14,1.97,11.81,Cash,Dine-in,3,2.47
ORD00779,13-08-2025,22:38:05,August,Wednesday,CUST5001,Returning,Male,56,13,Emily,Main Course,Pizza,1,16.99,16.99,0.8,3.24,19.43,Cash,Delivery,3,5.51
ORD00780,09-02-2025,00:01:50,February,Sunday,CUST6848,New,Female,63,10,Olivia,Desserts,Cheesecake,2,6.99,13.98,1.04,2.59,15.53,Online,Takeaway,5,4.66
ORD00781,06-05-2025,21:04:58,May,Tuesday,CUST7731,Returning,Female,23,7,Daniel,Desserts,Brownie,5,5.99,29.95,2.26,5.54,33.23,Online,Dine-in,4,7.15
ORD00782,11-10-2025,17:59:01,October,Saturday,CUST1587,New,Female,59,15,Sophia,Main Course,Veg Biryani,3,12.99,38.97,4.24,6.95,41.68,Cash,Takeaway,3,12.79
ORD00783,19-05-2025,17:30:07,May,Monday,CUST1978,Returning,Female,49,1,David,Desserts,Cheesecake,4,6.99,27.96,1.26,5.34,32.04,Google Pay,Takeaway,3,10.54
ORD00784,25-04-2025,14:28:26,April,Friday,CUST5999,New,Female,19,20,Olivia,Main Course,Pasta,2,13.49,26.98,2.67,4.86,29.17,Apple Pay,Delivery,3,8.02
ORD00785,15-01-2025,02:37:48,January,Wednesday,CUST1935,New,Female,64,10,Emily,Desserts,Cheesecake,5,6.99,34.95,2.28,6.53,39.2,Google Pay,Delivery,5,10.26
ORD00786,18-10-2025,11:56:51,October,Saturday,CUST4903,New,Male,35,9,Sophia,Desserts,Ice Cream,4,4.99,19.96,1.4,3.71,22.27,Card,Delivery,4,7.4
ORD00787,22-06-2025,07:25:39,June,Sunday,CUST5104,New,Male,37,19,Olivia,Drinks,Coke,5,2.99,14.95,0.62,2.87,17.2,Apple Pay,Dine-in,4,4.16
ORD00788,25-08-2025,13:28:41,August,Monday,CUST8867,New,Female,21,19,Sophia,Starters,Soup,1,5.99,5.99,0.42,1.11,6.68,Apple Pay,Delivery,5,2.2
ORD00789,10-06-2025,15:41:19,June,Tuesday,CUST5252,Returning,Male,32,6,Daniel,Starters,Soup,2,5.99,11.98,0.46,2.3,13.82,Online,Delivery,3,4.24
ORD00790,30-04-2025,20:56:27,April,Wednesday,CUST6199,New,Male,21,9,Michael,Starters,Spring Rolls,2,6.99,13.98,1.44,2.51,15.05,Cash,Delivery,4,4.75
ORD00791,04-10-2025,00:14:22,October,Saturday,CUST2854,New,Male,31,11,Olivia,Starters,Garlic Bread,3,4.99,14.97,0.25,2.94,17.66,Google Pay,Dine-in,5,4.8
ORD00792,07-08-2025,21:19:36,August,Thursday,CUST6488,Returning,Female,48,10,James,Desserts,Ice Cream,1,4.99,4.99,0.24,0.95,5.7,Card,Takeaway,3,1.75
ORD00793,29-05-2025,10:12:11,May,Thursday,CUST9368,Returning,Male,42,19,James,Main Course,Chicken Biryani,1,14.99,14.99,1.37,2.72,16.34,Card,Takeaway,5,5.06
ORD00794,10-02-2025,13:15:13,February,Monday,CUST9982,Returning,Male,51,2,Emily,Starters,Garlic Bread,5,4.99,24.95,1.88,4.61,27.68,Online,Delivery,4,7.76
ORD00795,12-06-2025,18:47:22,June,Thursday,CUST4982,Returning,Male,47,11,Sophia,Desserts,Ice Cream,5,4.99,24.95,1.1,4.77,28.62,Card,Takeaway,5,6.84
ORD00796,29-07-2025,10:12:03,July,Tuesday,CUST6935,Returning,Male,46,14,Emma,Desserts,Ice Cream,3,4.99,14.97,1.26,2.74,16.45,Online,Dine-in,5,3.58
ORD00797,06-05-2025,10:22:02,May,Tuesday,CUST6142,New,Male,44,14,Daniel,Drinks,Coffee,5,3.99,19.95,0.78,3.83,23,Online,Takeaway,5,5.62
ORD00798,12-04-2025,18:17:01,April,Saturday,CUST8698,New,Male,20,14,James,Main Course,Fish & Chips,1,17.99,17.99,0.45,3.51,21.05,Card,Dine-in,3,5.49
ORD00799,21-09-2025,04:12:56,September,Sunday,CUST4955,Returning,Male,39,11,Sophia,Drinks,Fresh Juice,3,4.49,13.47,0.26,2.64,15.85,Cash,Dine-in,5,4.68
ORD00800,01-07-2025,17:20:37,July,Tuesday,CUST8816,New,Male,64,19,Sophia,Drinks,Fresh Juice,4,4.49,17.96,2,3.19,19.15,Card,Dine-in,5,5.03
ORD00801,31-10-2025,04:01:12,October,Friday,CUST9334,Returning,Male,32,10,Emily,Desserts,Cheesecake,4,6.99,27.96,1.59,5.27,31.64,Apple Pay,Dine-in,5,8.33
ORD00802,23-09-2025,05:12:36,September,Tuesday,CUST3346,New,Male,45,17,Michael,Drinks,Tea,3,2.49,7.47,0.43,1.41,8.45,Online,Delivery,4,2.56
ORD00803,20-02-2025,20:10:12,February,Thursday,CUST8191,New,Male,36,9,Sophia,Desserts,Brownie,2,5.99,11.98,0.21,2.35,14.12,Card,Delivery,4,3.43
ORD00804,14-03-2025,07:01:52,March,Friday,CUST1448,New,Male,18,16,James,Starters,Garlic Bread,5,4.99,24.95,3.14,4.36,26.17,Apple Pay,Dine-in,4,7.92
ORD00805,20-10-2025,01:43:13,October,Monday,CUST2795,New,Female,45,16,Michael,Drinks,Fresh Juice,5,4.49,22.45,0.42,4.41,26.44,Cash,Dine-in,4,7.01
ORD00806,09-12-2025,17:21:03,December,Tuesday,CUST2218,Returning,Male,50,11,Michael,Starters,Chicken Wings,1,8.99,8.99,1,1.6,9.59,Google Pay,Delivery,5,2.26
ORD00807,20-09-2025,16:45:32,September,Saturday,CUST9540,Returning,Male,53,2,James,Starters,Chicken Wings,1,8.99,8.99,0.58,1.68,10.09,Card,Dine-in,5,3.28
ORD00808,12-07-2025,02:45:34,July,Saturday,CUST4065,Returning,Female,26,7,Sophia,Main Course,Paneer Butter Masala,3,13.99,41.97,2.96,7.8,46.81,Online,Delivery,5,12.59
ORD00809,20-04-2025,22:28:05,April,Sunday,CUST3918,New,Female,62,9,David,Starters,Soup,1,5.99,5.99,0.44,1.11,6.66,Online,Dine-in,5,1.9
ORD00810,28-06-2025,11:45:58,June,Saturday,CUST8947,Returning,Female,56,12,Emily,Drinks,Coffee,3,3.99,11.97,1.51,2.09,12.55,Apple Pay,Dine-in,3,3.99
ORD00811,27-02-2025,22:36:03,February,Thursday,CUST2897,New,Female,38,4,Olivia,Desserts,Brownie,4,5.99,23.96,1.17,4.56,27.35,Google Pay,Delivery,3,7.96
ORD00812,05-09-2025,00:50:43,September,Friday,CUST4524,Returning,Male,53,11,Michael,Drinks,Fresh Juice,2,4.49,8.98,0.04,1.79,10.73,Apple Pay,Takeaway,4,2.59
ORD00813,15-08-2025,22:20:29,August,Friday,CUST4587,Returning,Male,37,15,David,Drinks,Fresh Juice,3,4.49,13.47,1.84,2.33,13.96,Card,Delivery,3,3.38
ORD00814,02-10-2025,14:52:50,October,Thursday,CUST9843,New,Male,42,3,Olivia,Main Course,Veg Biryani,5,12.99,64.95,5.95,11.8,70.8,Apple Pay,Delivery,3,15.89
ORD00815,02-12-2025,00:12:10,December,Tuesday,CUST9776,Returning,Male,36,6,Olivia,Starters,Garlic Bread,3,4.99,14.97,1.2,2.75,16.52,Apple Pay,Takeaway,3,5.48
ORD00816,11-10-2025,22:57:01,October,Saturday,CUST9627,New,Female,49,2,Daniel,Main Course,Chicken Biryani,1,14.99,14.99,1.9,2.62,15.71,Apple Pay,Takeaway,3,4.76
ORD00817,28-04-2025,15:09:42,April,Monday,CUST7190,Returning,Male,65,9,Sophia,Main Course,Chicken Biryani,3,14.99,44.97,5.06,7.98,47.89,Cash,Dine-in,5,14.84
ORD00818,27-12-2025,07:16:48,December,Saturday,CUST3487,New,Female,30,20,Michael,Drinks,Coke,1,2.99,2.99,0.33,0.53,3.19,Apple Pay,Takeaway,5,0.88
ORD00819,12-01-2025,13:24:54,January,Sunday,CUST8723,Returning,Female,45,3,Emma,Desserts,Brownie,4,5.99,23.96,0.73,4.65,27.88,Google Pay,Delivery,4,6.73
ORD00820,05-09-2025,01:24:39,September,Friday,CUST9143,Returning,Female,52,4,Emily,Desserts,Cheesecake,5,6.99,34.95,2.66,6.46,38.75,Card,Delivery,3,9.92
ORD00821,23-07-2025,10:59:01,July,Wednesday,CUST6089,Returning,Male,58,3,Sophia,Main Course,Fish & Chips,3,17.99,53.97,3.86,10.02,60.13,Online,Dine-in,3,13.35
ORD00822,08-09-2025,22:02:59,September,Monday,CUST9575,New,Male,49,9,David,Main Course,Veg Biryani,2,12.99,25.98,1.57,4.88,29.29,Apple Pay,Delivery,4,9.17
ORD00823,19-03-2025,08:10:03,March,Wednesday,CUST5393,New,Female,52,16,Olivia,Starters,Chicken Wings,5,8.99,44.95,4.04,8.18,49.09,Card,Takeaway,4,15.58
ORD00824,29-12-2025,06:25:56,December,Monday,CUST3085,New,Male,51,4,Daniel,Drinks,Coke,1,2.99,2.99,0.19,0.56,3.36,Card,Takeaway,3,0.73
ORD00825,20-01-2025,01:10:07,January,Monday,CUST3291,Returning,Female,18,10,Sophia,Drinks,Fresh Juice,2,4.49,8.98,0.84,1.63,9.77,Google Pay,Takeaway,5,2.68
ORD00826,13-12-2025,00:59:02,December,Saturday,CUST3718,New,Female,51,7,Olivia,Desserts,Cheesecake,3,6.99,20.97,1.93,3.81,22.85,Online,Delivery,4,5.82
ORD00827,30-08-2025,21:21:24,August,Saturday,CUST3217,New,Female,18,11,David,Drinks,Coffee,3,3.99,11.97,1.66,2.06,12.37,Card,Dine-in,4,3.69
ORD00828,04-02-2025,15:07:02,February,Tuesday,CUST8513,Returning,Male,21,20,Emily,Starters,Chicken Wings,2,8.99,17.98,0.54,3.49,20.93,Online,Dine-in,3,4.61
ORD00829,29-06-2025,17:42:20,June,Sunday,CUST7982,Returning,Female,57,13,Michael,Main Course,Burger,1,11.99,11.99,1.67,2.06,12.38,Online,Delivery,5,3.01
ORD00830,04-12-2025,09:44:35,December,Thursday,CUST5587,New,Female,54,4,Daniel,Main Course,Veg Biryani,5,12.99,64.95,1.48,12.69,76.16,Online,Delivery,5,22.82
ORD00831,16-07-2025,02:36:03,July,Wednesday,CUST8756,New,Male,18,8,Emma,Desserts,Cheesecake,5,6.99,34.95,3.17,6.36,38.14,Cash,Delivery,3,12.55
ORD00832,15-03-2025,13:17:31,March,Saturday,CUST1855,New,Female,45,16,Olivia,Main Course,Fish & Chips,1,17.99,17.99,0.87,3.42,20.54,Apple Pay,Delivery,3,6.58
ORD00833,04-05-2025,05:10:37,May,Sunday,CUST9552,Returning,Male,56,7,Daniel,Drinks,Fresh Juice,4,4.49,17.96,1.9,3.21,19.27,Apple Pay,Delivery,3,4.87
ORD00834,12-08-2025,23:09:30,August,Tuesday,CUST8133,Returning,Male,19,12,Emily,Drinks,Fresh Juice,3,4.49,13.47,1.38,2.42,14.51,Apple Pay,Delivery,4,4.03
ORD00835,20-04-2025,13:46:55,April,Sunday,CUST1174,New,Female,41,17,Emma,Main Course,Pasta,3,13.49,40.47,1.09,7.88,47.26,Cash,Delivery,4,14.26
ORD00836,18-06-2025,13:45:29,June,Wednesday,CUST5473,New,Female,59,16,David,Starters,Chicken Wings,3,8.99,26.97,2.03,4.99,29.93,Cash,Delivery,5,6.28
ORD00837,10-05-2025,05:37:14,May,Saturday,CUST8713,Returning,Female,29,16,Sophia,Desserts,Cheesecake,1,6.99,6.99,1.02,1.19,7.16,Cash,Takeaway,3,2.23
ORD00838,10-11-2025,05:35:41,November,Monday,CUST2956,New,Female,58,2,Olivia,Main Course,Butter Chicken,2,15.99,31.98,0.4,6.32,37.9,Cash,Delivery,4,11.85
ORD00839,10-04-2025,03:37:08,April,Thursday,CUST7000,New,Female,44,2,Sophia,Starters,Chicken Wings,3,8.99,26.97,3.63,4.67,28.01,Card,Delivery,3,6.43
ORD00840,17-05-2025,16:56:38,May,Saturday,CUST9281,Returning,Male,58,1,Michael,Starters,Garlic Bread,4,4.99,19.96,0.13,3.97,23.8,Apple Pay,Delivery,4,6.77
ORD00841,02-03-2025,21:14:17,March,Sunday,CUST8585,New,Male,23,6,Sophia,Desserts,Brownie,5,5.99,29.95,3.76,5.24,31.43,Card,Takeaway,5,6.89
ORD00842,17-11-2025,10:48:21,November,Monday,CUST2331,New,Female,61,7,Daniel,Starters,Garlic Bread,1,4.99,4.99,0.16,0.97,5.8,Apple Pay,Dine-in,4,1.48
ORD00843,28-12-2025,08:12:11,December,Sunday,CUST4702,New,Female,30,6,Michael,Desserts,Ice Cream,3,4.99,14.97,0.32,2.93,17.58,Apple Pay,Delivery,4,4.36
ORD00844,16-05-2025,17:51:49,May,Friday,CUST9569,Returning,Male,20,19,David,Starters,Soup,3,5.99,17.97,1.56,3.28,19.69,Card,Delivery,5,4.96
ORD00845,18-04-2025,06:10:17,April,Friday,CUST9253,Returning,Male,50,7,Michael,Drinks,Tea,3,2.49,7.47,0.23,1.45,8.69,Card,Takeaway,4,2.57
ORD00846,17-01-2025,17:53:06,January,Friday,CUST7099,Returning,Male,38,4,Olivia,Starters,Garlic Bread,4,4.99,19.96,0.42,3.91,23.45,Cash,Dine-in,4,6.6
ORD00847,01-09-2025,20:43:29,September,Monday,CUST3666,Returning,Male,19,15,Emily,Desserts,Brownie,1,5.99,5.99,0.17,1.16,6.98,Online,Delivery,5,1.77
ORD00848,11-08-2025,16:45:42,August,Monday,CUST6535,Returning,Female,37,2,Emma,Drinks,Fresh Juice,2,4.49,8.98,0.34,1.73,10.37,Online,Dine-in,4,2.64
ORD00849,07-08-2025,15:30:26,August,Thursday,CUST3726,Returning,Male,54,5,Daniel,Desserts,Cheesecake,4,6.99,27.96,2.49,5.09,30.56,Apple Pay,Dine-in,3,6.99
ORD00850,08-06-2025,11:38:05,June,Sunday,CUST3416,New,Male,37,10,Sophia,Main Course,Burger,4,11.99,47.96,2.85,9.02,54.13,Card,Dine-in,3,14.39
ORD00851,12-08-2025,07:37:49,August,Tuesday,CUST7131,New,Female,28,12,Sophia,Starters,Garlic Bread,2,4.99,9.98,1.03,1.79,10.74,Google Pay,Delivery,5,3.37
ORD00852,21-07-2025,09:30:55,July,Monday,CUST2569,Returning,Male,38,5,David,Main Course,Fish & Chips,4,17.99,71.96,8.97,12.6,75.59,Apple Pay,Takeaway,5,22.42
ORD00853,06-08-2025,15:17:45,August,Wednesday,CUST1440,New,Male,33,12,Olivia,Drinks,Coke,3,2.99,8.97,0.66,1.66,9.97,Apple Pay,Delivery,3,3
ORD00854,09-11-2025,19:29:04,November,Sunday,CUST4460,Returning,Female,23,11,David,Drinks,Coke,2,2.99,5.98,0.12,1.17,7.03,Card,Takeaway,3,1.63
ORD00855,26-05-2025,05:21:27,May,Monday,CUST7909,New,Male,43,17,Sophia,Desserts,Brownie,4,5.99,23.96,0.13,4.77,28.6,Google Pay,Dine-in,4,9.38
ORD00856,18-12-2025,18:06:27,December,Thursday,CUST9306,Returning,Female,18,16,David,Starters,Soup,1,5.99,5.99,0.14,1.17,7.02,Google Pay,Dine-in,4,1.58
ORD00857,06-08-2025,11:46:28,August,Wednesday,CUST8377,Returning,Female,63,11,Olivia,Desserts,Cheesecake,1,6.99,6.99,0.63,1.27,7.63,Cash,Dine-in,4,2.36
ORD00858,30-09-2025,21:30:41,September,Tuesday,CUST5224,New,Female,45,2,Emily,Drinks,Coke,2,2.99,5.98,0.01,1.19,7.16,Apple Pay,Dine-in,3,2.34
ORD00859,08-09-2025,11:00:04,September,Monday,CUST5134,Returning,Female,61,10,James,Drinks,Tea,1,2.49,2.49,0.33,0.43,2.59,Online,Takeaway,3,0.76
ORD00860,31-05-2025,14:25:46,May,Saturday,CUST1583,New,Female,64,2,David,Desserts,Brownie,1,5.99,5.99,0.4,1.12,6.71,Card,Dine-in,3,1.65
ORD00861,01-10-2025,17:02:39,October,Wednesday,CUST5500,Returning,Female,62,20,Emma,Starters,Garlic Bread,2,4.99,9.98,0.95,1.81,10.84,Online,Delivery,4,2.84
ORD00862,21-01-2025,16:52:45,January,Tuesday,CUST2656,Returning,Male,39,10,David,Starters,Chicken Wings,3,8.99,26.97,0.15,5.36,32.18,Google Pay,Dine-in,3,9.16
ORD00863,12-05-2025,22:44:07,May,Monday,CUST5967,New,Male,41,19,Emily,Starters,Soup,1,5.99,5.99,0.71,1.06,6.34,Card,Takeaway,4,1.77
ORD00864,19-12-2025,18:53:07,December,Friday,CUST3969,Returning,Female,18,14,Emma,Main Course,Pizza,5,16.99,84.95,8.56,15.28,91.67,Cash,Takeaway,5,26.03
ORD00865,08-03-2025,19:25:39,March,Saturday,CUST6212,New,Male,32,1,Olivia,Desserts,Brownie,4,5.99,23.96,2.15,4.36,26.17,Card,Dine-in,5,8.65
ORD00866,28-05-2025,09:01:22,May,Wednesday,CUST1205,Returning,Female,38,12,Emily,Drinks,Fresh Juice,5,4.49,22.45,1.11,4.27,25.61,Card,Takeaway,5,6.58
ORD00867,13-09-2025,12:29:00,September,Saturday,CUST2287,Returning,Female,23,7,Olivia,Main Course,Butter Chicken,4,15.99,63.96,2.45,12.3,73.81,Apple Pay,Takeaway,4,15.68
ORD00868,20-08-2025,22:56:15,August,Wednesday,CUST6761,Returning,Female,19,10,Emily,Drinks,Coke,2,2.99,5.98,0.56,1.08,6.5,Card,Takeaway,5,1.49
ORD00869,09-03-2025,20:10:37,March,Sunday,CUST2812,Returning,Male,28,13,David,Drinks,Coke,1,2.99,2.99,0.18,0.56,3.37,Apple Pay,Dine-in,4,0.79
ORD00870,03-11-2025,14:10:41,November,Monday,CUST6206,Returning,Male,43,16,Emily,Desserts,Brownie,3,5.99,17.97,1.7,3.25,19.52,Apple Pay,Takeaway,3,5.69
ORD00871,01-04-2025,17:13:24,April,Tuesday,CUST8602,New,Male,42,19,David,Drinks,Tea,1,2.49,2.49,0.2,0.46,2.75,Google Pay,Takeaway,3,0.69
ORD00872,22-11-2025,06:10:44,November,Saturday,CUST2319,Returning,Male,38,20,Emma,Starters,Garlic Bread,2,4.99,9.98,0.91,1.81,10.88,Card,Delivery,5,2.95
